__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1779288962.969280,,,,1779288962.969170094,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.970135,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.970177,,,,1779288962.970085382,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.971200,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.971321,,,,1779288962.971109629,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.972055,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.972086,,,,1779288962.971948147,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.972984,,,,1779288962.972874641,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.973004,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.973782,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.973847,,,,1779288962.973743916,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.974759,,,,1779288962.974655151,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.974783,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.975640,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.975711,,,,1779288962.975569010,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.976511,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.976589,,,,1779288962.976471663,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.977431,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.977554,,,,1779288962.977381229,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.978379,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.978453,,,,1779288962.978342533,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.979222,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.979305,,,,1779288962.979204416,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.980277,,,,1779288962.980172396,1.000000000,-0.000000000,1.000000000,0.000000000
1779288962.980318,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.981169,-0.000000000,0.000000000,0.000000000,,,,,
1779288962.981373,,,,1779288962.981146574,1.000000000,-0.000000000,1.000000000,0.000000000
