__time,/desired_joint_accelerations/data[0],/desired_joint_accelerations/data[1],/desired_joint_accelerations/layout/data_offset,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781155884.339153,,,,,,,1781155884.339084864,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.340183,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.340204,,,,,,,1781155884.340058327,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.340959,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.341146,,,,,,,1781155884.340933084,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.342069,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.342117,,,,,,,1781155884.341989517,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.342985,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.343008,,,,,,,1781155884.342856407,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.343794,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.343831,,,,,,,1781155884.343730211,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.344804,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.344903,,,,,,,1781155884.344747066,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.345566,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.345618,,,,,,,1781155884.345514297,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.346573,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.346593,,,,,,,1781155884.346445322,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.347430,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.347510,,,,,,,1781155884.347396374,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.348324,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.348412,,,,,,,1781155884.348272800,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.349436,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.349464,,,,,,,1781155884.349356174,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.350325,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.350383,,,,,,,1781155884.350229740,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.351109,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.351194,,,,,,,1781155884.351057291,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.352058,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.352130,,,,,,,1781155884.352001190,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.352954,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.353053,,,,,,,1781155884.352912426,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.353770,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.353879,,,,,,,1781155884.353763342,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.354763,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.354819,,,,,,,1781155884.354694605,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.355645,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.355701,,,,,,,1781155884.355595112,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.356635,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.356688,,,,,,,1781155884.356587172,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.357540,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.357609,,,,,,,1781155884.357470274,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.358460,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.358498,,,,,,,1781155884.358381033,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.359352,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.359389,,,,,,,1781155884.359270811,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.360262,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.360320,,,,,,,1781155884.360201597,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.361285,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.361322,,,,,,,1781155884.361213923,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.362093,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.362217,,,,,,,1781155884.362094164,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.363169,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.363194,,,,,,,1781155884.363018513,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.363986,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.364023,,,,,,,1781155884.363880873,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.364803,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.364892,,,,,,,1781155884.364776850,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.365783,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.365840,,,,,,,1781155884.365724802,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.366691,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.366755,,,,,,,1781155884.366649866,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.367653,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.367707,,,,,,,1781155884.367595673,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.368465,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.368587,,,,,,,1781155884.368430853,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.369497,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.369551,,,,,,,1781155884.369442225,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.370288,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.370317,,,,,,,1781155884.370251656,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.371205,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.371313,,,,,,,1781155884.371170044,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.372193,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.372283,,,,,,,1781155884.372152328,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.373063,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.373147,,,,,,,1781155884.373025417,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.373978,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.374129,,,,,,,1781155884.373935461,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.375034,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.375152,,,,,,,1781155884.375000000,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.375858,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.375888,,,,,,,1781155884.375814676,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.376709,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.376739,,,,,,,1781155884.376668692,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.377675,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.377735,,,,,,,1781155884.377588511,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.378549,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.378642,,,,,,,1781155884.378519773,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.379478,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.379595,,,,,,,1781155884.379437208,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.380497,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.380561,,,,,,,1781155884.380419493,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.381454,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.381491,,,,,,,1781155884.381336689,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.382238,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.382278,,,,,,,1781155884.382191896,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.383285,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.383305,,,,,,,1781155884.383173704,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.384137,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.384224,,,,,,,1781155884.384096384,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.385040,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.385135,,,,,,,1781155884.384981632,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.385989,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.386044,,,,,,,1781155884.385937214,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.386863,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.386920,,,,,,,1781155884.386806726,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.387766,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.387856,,,,,,,1781155884.387726068,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.388653,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.388709,,,,,,,1781155884.388603449,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.389677,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.389772,,,,,,,1781155884.389646292,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.390476,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.390645,,,,,,,1781155884.390428782,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.391497,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.391551,,,,,,,1781155884.391425610,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.392314,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.392403,,,,,,,1781155884.392276049,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.393372,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.393410,,,,,,,1781155884.393265486,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.394172,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.394203,,,,,,,1781155884.394129515,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.395065,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.395122,,,,,,,1781155884.395011663,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.395979,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.396107,,,,,,,1781155884.395944595,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.396971,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.397027,,,,,,,1781155884.396916151,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.397958,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.397976,,,,,,,1781155884.397838116,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.398715,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.398783,,,,,,,1781155884.398683548,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.399675,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.399704,,,,,,,1781155884.399641275,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.400618,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.400673,,,,,,,1781155884.400584936,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.401469,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.401526,,,,,,,1781155884.401414394,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.402408,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.402438,,,,,,,1781155884.402365208,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.403365,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.403394,,,,,,,1781155884.403311729,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.404264,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.404347,,,,,,,1781155884.404230356,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.405162,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.405180,,,,,,,1781155884.405105114,0.785398000,0.000000000,-0.785398000,0.000000000
1781155884.406130,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155884.406157,,,,,,,1781155884.406033516,0.785398000,0.000000000,-0.785398000,0.000000000
