__time,/desired_joint_accelerations/data[0],/desired_joint_accelerations/data[1],/desired_joint_accelerations/layout/data_offset,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781155886.228505,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.228604,,,,,,,1781155886.228441000,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.229364,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.229392,,,,,,,1781155886.229314804,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.230327,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.230373,,,,,,,1781155886.230234385,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.231190,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.231222,,,,,,,1781155886.231131554,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.232090,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.232175,,,,,,,1781155886.232046366,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.233138,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.233159,,,,,,,1781155886.232975006,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.233959,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.234072,,,,,,,1781155886.233928442,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.234916,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.234978,,,,,,,1781155886.234853268,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.235826,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.235889,,,,,,,1781155886.235746384,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.236779,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.236826,,,,,,,1781155886.236720085,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.237620,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.237652,,,,,,,1781155886.237543821,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.238497,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.238640,,,,,,,1781155886.238450289,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.239489,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.239585,,,,,,,1781155886.239446163,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.240404,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.240439,,,,,,,1781155886.240339518,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.241338,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.241398,,,,,,,1781155886.241274834,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.242288,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.242308,,,,,,,1781155886.242103815,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.243133,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.243233,,,,,,,1781155886.243090868,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.244027,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.244182,,,,,,,1781155886.243983269,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.244984,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.245082,,,,,,,1781155886.244957685,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.245883,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.245932,,,,,,,1781155886.245841980,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.246919,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.247001,,,,,,,1781155886.246851444,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.247880,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.247990,,,,,,,1781155886.247795820,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.248855,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.248922,,,,,,,1781155886.248763800,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.249716,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.249854,,,,,,,1781155886.249634266,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.250634,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.250755,,,,,,,1781155886.250542641,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.251578,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.251814,,,,,,,1781155886.251526833,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.252308,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.252455,,,,,,,1781155886.252268314,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.253245,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.253306,,,,,,,1781155886.253145456,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.254207,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.254244,,,,,,,1781155886.254158735,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.255185,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.255202,,,,,,,1781155886.254987240,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.256030,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.256105,,,,,,,1781155886.255983591,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.256853,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.256951,,,,,,,1781155886.256810904,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.257834,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.257895,,,,,,,1781155886.257766485,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.258660,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.258699,,,,,,,1781155886.258615255,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.259647,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.259746,,,,,,,1781155886.259605169,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.260543,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.260624,,,,,,,1781155886.260476112,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.261543,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.261607,,,,,,,1781155886.261437893,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.262427,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.262465,,,,,,,1781155886.262375832,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.263407,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.263435,,,,,,,1781155886.263321877,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.264310,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.264359,,,,,,,1781155886.264170647,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.265170,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.265233,,,,,,,1781155886.265111446,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.266015,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.266251,,,,,,,1781155886.265966415,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.266935,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.266970,,,,,,,1781155886.266884327,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.268039,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.268101,,,,,,,1781155886.267957687,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.268892,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.268919,,,,,,,1781155886.268798351,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.269777,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.269929,,,,,,,1781155886.269747496,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.270637,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.270699,,,,,,,1781155886.270558119,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.271476,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.271568,,,,,,,1781155886.271443367,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.272537,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.272555,,,,,,,1781155886.272439003,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.273390,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.273493,,,,,,,1781155886.273353100,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.274218,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.274322,,,,,,,1781155886.274200201,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.275280,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.275346,,,,,,,1781155886.275192976,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.276105,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.276156,,,,,,,1781155886.276063204,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.277068,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.277231,,,,,,,1781155886.277024031,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.277973,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.278107,,,,,,,1781155886.277950287,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.278973,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.278985,,,,,,,1781155886.278870344,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.279806,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.279859,,,,,,,1781155886.279755116,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.280718,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.280869,,,,,,,1781155886.280670643,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.281624,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.281738,,,,,,,1781155886.281590700,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.282533,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.282596,,,,,,,1781155886.282463551,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.283540,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.283601,,,,,,,1781155886.283473969,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.284435,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.284459,,,,,,,1781155886.284337997,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.285336,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.285381,,,,,,,1781155886.285235405,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.286274,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.286333,,,,,,,1781155886.286218882,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.287216,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.287309,,,,,,,1781155886.287112713,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.288291,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.288354,,,,,,,1781155886.288176060,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.289080,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.289207,,,,,,,1781155886.289013147,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.289942,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.290067,,,,,,,1781155886.289880514,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.290844,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.290952,,,,,,,1781155886.290776968,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.291696,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.291739,,,,,,,1781155886.291642427,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.292653,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.292703,,,,,,,1781155886.292607546,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.293648,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.293741,,,,,,,1781155886.293564320,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.294458,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.294494,,,,,,,1781155886.294409037,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.295454,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.295520,,,,,,,1781155886.295374393,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.296297,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.296398,,,,,,,1781155886.296250105,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.297155,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.297189,,,,,,,1781155886.297116995,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.298190,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.298210,,,,,,,1781155886.298088789,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.299014,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.299178,,,,,,,1781155886.298982143,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.299977,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.300023,,,,,,,1781155886.299906492,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.300967,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.301121,,,,,,,1781155886.300916672,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.301857,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.301880,,,,,,,1781155886.301767349,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.302772,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.302812,,,,,,,1781155886.302629232,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.303735,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.303880,,,,,,,1781155886.303718328,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.304518,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.304578,,,,,,,1781155886.304455996,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.305487,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.305547,,,,,,,1781155886.305430174,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.306375,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.306434,,,,,,,1781155886.306313276,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.307313,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.307357,,,,,,,1781155886.307277441,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.308185,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.308230,,,,,,,1781155886.308110476,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.309156,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.309220,,,,,,,1781155886.309076309,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.310112,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.310211,,,,,,,1781155886.310021400,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.311044,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.311103,,,,,,,1781155886.310955048,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.311901,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.311987,,,,,,,1781155886.311858892,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.312782,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.312892,,,,,,,1781155886.312766075,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.313652,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.313686,,,,,,,1781155886.313607454,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.314607,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.314653,,,,,,,1781155886.314564228,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.315523,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.315678,,,,,,,1781155886.315480709,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.316609,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.316670,,,,,,,1781155886.316538334,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.317343,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.317434,,,,,,,1781155886.317276001,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.318342,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.318407,,,,,,,1781155886.318276644,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.319179,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.319238,,,,,,,1781155886.319117546,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.320158,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.320218,,,,,,,1781155886.320099592,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.320986,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.321164,,,,,,,1781155886.320953846,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.322032,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.322133,,,,,,,1781155886.321932316,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.322894,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.322960,,,,,,,1781155886.322855473,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.323824,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.323887,,,,,,,1781155886.323724508,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.324671,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.324777,,,,,,,1781155886.324638128,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.325706,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.325749,,,,,,,1781155886.325608015,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.326499,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.326664,,,,,,,1781155886.326447010,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.327458,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.327555,,,,,,,1781155886.327419043,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.328355,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.328444,,,,,,,1781155886.328302622,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.329252,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.329350,,,,,,,1781155886.329208374,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.330178,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.330215,,,,,,,1781155886.330130577,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.331177,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.331242,,,,,,,1781155886.331098557,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.332004,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.332049,,,,,,,1781155886.331928015,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.333025,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.333062,,,,,,,1781155886.332933903,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.334095,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.334129,,,,,,,1781155886.333935499,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.334747,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.334852,,,,,,,1781155886.334690809,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.335657,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.335700,,,,,,,1781155886.335606575,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.336644,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.336705,,,,,,,1781155886.336586714,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.337507,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.337528,,,,,,,1781155886.337435007,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.338479,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.338538,,,,,,,1781155886.338424921,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.339491,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.339551,,,,,,,1781155886.339408636,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.340392,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.340415,,,,,,,1781155886.340315104,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.341176,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.341210,,,,,,,1781155886.341114044,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.342074,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.342187,,,,,,,1781155886.342030764,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.343015,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.343076,,,,,,,1781155886.342950821,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.344004,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.344120,,,,,,,1781155886.343965054,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.344889,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.344982,,,,,,,1781155886.344842196,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.345841,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.345905,,,,,,,1781155886.345772982,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.346764,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.346802,,,,,,,1781155886.346637726,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.347693,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.347739,,,,,,,1781155886.347632170,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.348522,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.348589,,,,,,,1781155886.348446846,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.349559,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.349593,,,,,,,1781155886.349505186,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.350373,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.350437,,,,,,,1781155886.350301027,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.351320,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.351374,,,,,,,1781155886.351269245,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.352187,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.352255,,,,,,,1781155886.352127075,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.353189,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.353271,,,,,,,1781155886.353142500,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.353987,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.354172,,,,,,,1781155886.353953362,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.355024,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.355093,,,,,,,1781155886.354942322,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.355936,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.356002,,,,,,,1781155886.355855465,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.356987,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.357008,,,,,,,1781155886.356851578,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.357682,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.357726,,,,,,,1781155886.357623816,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.358639,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.358713,,,,,,,1781155886.358595848,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.359633,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.359656,,,,,,,1781155886.359459639,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.360422,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.360516,,,,,,,1781155886.360378265,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.361347,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.361420,,,,,,,1781155886.361293316,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.362371,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.362437,,,,,,,1781155886.362295628,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.363173,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.363238,,,,,,,1781155886.363100529,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.364188,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.364285,,,,,,,1781155886.364140272,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.365263,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.365290,,,,,,,1781155886.365079880,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.365965,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.366027,,,,,,,1781155886.365887880,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.366978,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.367039,,,,,,,1781155886.366924047,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.367811,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.367846,,,,,,,1781155886.367760658,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.368666,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.368685,,,,,,,1781155886.368609667,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.369637,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.369670,,,,,,,1781155886.369575262,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.370696,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.370718,,,,,,,1781155886.370511770,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.371514,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.371575,,,,,,,1781155886.371424675,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.372326,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.372407,,,,,,,1781155886.372283936,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.373309,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.373397,,,,,,,1781155886.373260498,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.374245,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.374313,,,,,,,1781155886.374152660,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.375144,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.375180,,,,,,,1781155886.375106812,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.376002,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.376070,,,,,,,1781155886.375931025,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.376961,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.376996,,,,,,,1781155886.376900673,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.377935,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.377980,,,,,,,1781155886.377851486,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.378809,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.378855,,,,,,,1781155886.378706932,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.379748,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.379798,,,,,,,1781155886.379654169,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.380637,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.380670,,,,,,,1781155886.380588055,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.381515,,,,0.000000000,0.000000000,0.000000000,,,,,
1781155886.381590,,,,,,,1781155886.381439686,0.785398000,0.000000000,-0.785398000,0.000000000
1781155886.382423,,,,0.000000000,0.000000000,0.000000000,,,,,
